text,label
한정애 “탄소중립 없이 국제 시장에서 살아남기 어려워',1
"인적분할 후 거래 첫날…LG 급락, LX홀딩스 급등 왜?",1
크리스찬 클라인 SAP CEO 기업 75% 공급망 차질…SAP 네트워크로 해결,1
김범석 쿠팡 의장 법적책임 피하겠지만...쿠팡 ESG는 비상등,0
인플레에 발목 잡힌 SG,0
"데이터센터 화재 악재 맞은 SK, 최태원 불확실할수록 데이터 기반 경영 중요",1
"삼정KPMG 년 게임,미디어 산업 긍정적...건설,증권은 부정적",1
"하반기 채용시장 암울…“대기업 68%, 계획 없거나 미정'",0
(단독) 롯데 ESG에 협력사는 …롯데百 입점업체 임금체불 8건 조사 중,0
국민연금 스튜어드십 코드 행사...주주대표소송 기업부담 커졌다,1
“中企 보호 위해 대기업 진출 막았더니 외국산만 늘었다,1
박찬구 '조카의 난' 맞불…주주들 위임장 확보 나서,1
원자재 가격 급등에 종합상사들 희비,1
[현장메모] '부정채용' 관여한 회사가 피해자라니,1
제2의 남양되려나… 분노한 소비자들 ‘#쿠팡탈퇴’ 러시,0
"삼성, 차별화 기술·LG, 최적 솔루션… 에너지 절감 ‘격돌’",2
"카카오, 모빌리티 등 내부갈등 수습 나선지만…수익성 전망은 부정적",0
"KT, 클라우드 사업 분사…주주가치 훼손 없다",1
'직장갑질'에 '초과근무' 논란까지…'ESG 우등생' 네이버의 두얼굴,0
2년 준비했는데 또 …일회용컵 보증금제 유예에 비판 봇물,0
SC제일銀 석탄 관련 기업 대출 중단,2
[김동호의 시시각각] ‘일주일 천하’ 게임스톱 사태의 교훈,1
"“총알오징어 안 팔아요'…유통가, 이유 있는 판매중단 선언 [언박싱]",1
손실과 피해 기금 합의했지만…COP27이 남긴 과제,1
"빌 게이츠, 테슬라 공매도에… 머스크 조 안팎 손실",1
[OBS 비즈투데이] LG전자 스마트폰 사업 매각 불발…최종 철수 外,1
배터리 분쟁 유야무야 못넘겨…SK이노에 합당한 배상 받을 것,1
결국 물러난 류영준... 카카오 리더십 흔들,0
"유럽 ESG경영 의무화에 현지기업 불만…자율성 침해, 리스크↑",0
"실패 문책마라, 중국엔 제품 아닌 운영,기술 팔아라'",1
기업 90% 내년 투자 계획 아직도 못세워,1
SK가 창출한 ESG 가치 ‘18조원’…경 성과는 감소세,1
주가관리 부담안은 SKIET 노재석 사장 일희일비 않고 지속성장 추진,1
"'최악' 투자심리 반도체株, 이와중에 '안전한 투자처' 꼽힌 이 종목",1
금융硏 보험업 수익성 정체 속 경영여건 개선…카드사 수익 악화될 것,1
"샤넬도 구찌도 홍보해줘···해외 명품, 한국 스타에 러브콜 왜",1
"성과점수 1위 KB금융, 부실 금융상품 판매에 발목",0
"우량주가 하룻밤새 거래정지,,,오스템임플란트 상장폐지 가능성은 ",1
<글로벌 이코노미>美 “‘강제노동’ 신장 면화 제재'… 中 “美지시 따르는 기업 보이콧',1
BNK경제연구원  환경규제 강화흐름으로 철강업체 부담 상승,0
[시그널] 친환경 열풍 타고 폐기물업체 몸값 '천정부지'…대기업 구애에도 안 팔아,1
SK이노 분리막 특허 소송 승리…LG엔솔 억지 주장 신경전,1
"기후불평등 그래픽리포트 눈길…정부,기업 책임 더 물어야'",1
강원랜드 폐광지 전담조직 축소…지역상생 설립취지 외면,0
중소벤처 ESG 성과지표 평균 52.0점…환경 분야 점수 낮아,0
[OBS 비즈투데이] 남양유업 홍원식 회장 사퇴…사태 책임 外,0
액티브 ETF 8종 첫날 성적표는 '양호'…테마형 쏠림은 '흠',1
"日, ESG 성과 나쁜 임원은 보너스 못받는다",1
제지업계 올 ESG등급 일제히 하락,0
전경련 “ESG 국제기준 제정땐 법적 분쟁 유발',1
"카카오페이 457억 역대급 먹튀,,,스크 잣대 보니 더 최악 (신재용이 고발한다)",0
GS칼텍스 소저감실천… 온실가스 감축협의체 신설,2
[정치에 발목 잡힌 경제] 전광우 차기 정권 손댈 1순위는 '국민연금·노동' 개혁,1
제너시스BBQ 가맹점 소송 취하,2
‘업비트’ 이석우 나 사태로 암호화폐에 대한 신뢰 다 잃을까 걱정,1
글로벌 증시 덮친 '치파겟돈'…車·게임기·태양광株도 흔들,1
(ET단상)탄소중립이 유발한 에너지 위기가 경제 위기로,0
"“쿠팡, 수차례 물류센터 화재 위험 지적에도 안일한 대응'",0
“탄소중립 속도조절 해야...조선업 경쟁력 타격 우려',0
"테슬라 주가, 고점 대비 반토막…올해 머스크 재산 98조↓",1
외환보유액 감소세 가까스로 멈췄지만…적정 수준 논란 지속,1
"KCGS, 포스코·효성 등 7개사 ESG등급 하향조정",0
'혐한'에도 DHC 매출 증가…日기업 ESG경영 말뿐이었나 [정영효의 일본산업 분석],0
"조광한, “생산과 소비, 사회활동 하는 우리 모두 환경오염 공범'",1
국내 산업 현실 외면한 ESG 정책 재검토해야',0
기업가치 훼손 안돼 뿔난 개미… 큰손 국민연금도 움직인다 (주주행동주의 본격화),1
"(생생경제) 강형구우리은행 내부 통제 시스템 문제 노출, ESG 경영 차질 불가피",0
"S&P, ESG 지수에서 테슬라 제외...주가 7% 급락",0
"[단독] '썬연료' 태양, 소액주주에 96억 배상",1
글로벌 협력 급제동 걸린 삼성… ‘반도체 비전 2030’ 좌초 위기,1
후진적 노사관계는 국가경쟁력 족쇄… 불법행동에 타협 말아야',0
ESG 필요성 알지만...中企 90% “도입 현실적으로 어려워',0
"[2021 국감]은행권, 현금배당 늘리면서 사회공헌 제자리걸음",0
"ESG펀드 수익률, 액티브펀드 앞질러…투자지표로 제격",1
"[시그널] 국민연금, 석탄산업 투자 배제 전략 일단 보류",0
“금소법으로 종이?프린터 대란'…은행권의 ‘짜증’ 왜?,1
HDC현산 주주 쓴소리에 대표이사 사과…신뢰회복 노력,0
시장 약세에도...우량기업 회사채에 조단위 ‘뭉칫돈’,1
"‘글로벌 게임 체인저’ ESG, 윤 당선자-경제계 ‘친기업’ 유착에 위기",1
이재명 “갑질 운영방식 아닐 것' 쿠팡에 직격탄…왜?,1
최태원 가족경영 논란 많지만 전문경영인 체제도 문제 있어,0
"최태원 대한상의 회장 “글로벌 공급망 재편, 반도체 위기이자 기회'",1
중소기업 ESG경영 도입에 소극적,0
“우리나라 ESG 투자…양과 질 모두 취약해',0
글로벌SPA 자라 한국서 10년만에 매출 감소…패스트패션 몰락,1
공기업 개혁 발목잡나…호 노동이사윤곽,1
"반기업정서 심각, 기업가 정신 훼손·국가적 손실도 커",0
이윤 창출이 먼저다…美 한기업증후군비판 목소리 커진다,1
박정호 SKT CEO “기업가치 제고 위해 노력하자' 성과급 논란 서둘러 진화,1
"현대차, 10대 자동차기업 중 5번째로 기후변화 위기에 취약",0
"[클릭 e종목]SKC, 시장 루머에 강경 대응…낙폭을 매수 기회로 활용",1
"논란 키운 SPC 대응, 재발 방지 약속 지켜질까",1
"상장사 58%, ESG 수준 취약",0
"위니아딤채, 올해 자발적 리콜 26만대 조치…잔량 9만대",1
"안전사고,소비자 분쟁에 발목, 현대엘리 ESG순위 102계단 하락",0
SK이노 “작년 사회적 가치 창출 -2천억원…코로나19로 배당·세금납부 감소 영향',0
"“美·EU, 공급망 인권 제재 강화 '경고등'…삼성·LG·SK도 대응 필요'",0
"경영학자 10명 중 6명 “한국 경영환경, 선진국 대비 열악하다'",0
"“ESG, 정부주도 땐 경영간섭 우려' [헤럴드 금융포럼 2021-금융, 세상을 바꾸다]",1
[기고] 요람에서 무덤까지,1
"제지기업 ESG등급 줄줄이 하락, 왜 ",0
RBC비율 하락에…건전성 관리 고삐 죄는 보험사,1
"서울반도체, 'LED 특허' 침해한 美 최대 조명 유통사에 소송 제기",1
자산운용사 '수탁사 확보 대란'...펀드파동 후 은행 외면에 발 동동,1
"배임·사기죄로 처벌 마땅… 이재명, 일산대교 놓고 국민연금 저격",1
의료법은 결국 법사위 문턱 못넘었다,1
"서울반도체, 美유통사에 소송 제기…특허침해 제품 판매 말라",1
"최태원, 재계대표로 기업대표로 '종횡무진'",1
위니아딤채 리콜 대상 노후 김치냉장고 보상판매,2
약세장에도… ESG는 버텼다,1
SK네트웍스 난해 경영활동 통해 2786억원 규모 사회적 가치 창출,2
'자충수' 남양유업 경영진에 대리점주·직원 정말 우리도 지친다,0
대기업 ‘긍정 이미지’ 65% 압도적…‘부정’ 29% (2022 신년기획 2030에 물었다 -2-기업),1
전경련 ESG 평가기관마다 등급차 커…코리아 디스카운트 의심도,0
제주경제 내년 리스크는 '코로나'와 '금리인상',1
현대산업개발 건설업 등록 말소하라',1
경제계 ESG 4법 반대…연기금 수익성 악화 우려 [마켓인사이트],1
시위부터 국민청원까지…적분할 개미들 뿔났다,0
"허위광고,부적절 라벨...기업들, 짜 친환경규제,소송 대응 나선다",0
[시론]‘그린워싱’에 대한 청년들의 경고,0
"'횡령 집유' 김정수 삼양식품 총괄사장, 1년만에 이사회 복귀",0
마요네즈에나 집중해 유니레버를 향한 투자자들의 철퇴 (김리안의 글로벌컴퍼니),1
"셀트리온, ESG 리스크는 내부거래",0
[컨콜]LG디스플레이 올해 감가상각비 내에서 투자 단행…ESG 투자 늘릴 것,2
"[클릭 e종목]원익머트리얼즈, 특수가스 업황 대비 지나친 저평가",1
"[시그널] 국민연금, '나쁜기업 투자배제에 현실론 담아야' 지적",1
"언론 징벌배상, 포털도 포함해야 하는 이유…시장개혁에 해답[50雜s]",1
"[사설] 파리바게뜨 ‘노조 파괴’ 의혹, ‘3년 전 약속’ 잊었나",0
"SK하이닉스, KT, 하이트진로, 하림지주 ESG점수 떨어져",0
"우리은행, ESG 지배구조등급 하향 조정",0
"“공급망 ESG 리스크, 기업 지속가능성 위협…대·중소기업 협력 필수' <대한상의>",0
플라스틱 폐기물 운반 안해佛 선사 선언에 해운업계 ‘촉각’,1
[CEO칼럼] 그린워싱은 왜 실패할 수밖에 없는가,1
"서울변회 공공기관, 변호사 처우 개선하고 직급 하향 중단하라",1
(만나봅시다) 취임 200일 맞은 이상연 경남경영자총협회 회장,1
"칼라일, 이규성 CEO 물러난다",1
1조원 가까이 몰린 KT 회사채 수요예측…모집액의 6배 이상 [마켓인사이트],1
7년8개월 규제와 싸웠지만…큰 물꼬 바꾸지 못해 아쉽다 [박용만 회장의 '마지막 소회'],1
(신아메리칸드림) 미국 인력난 수혜株 인사 조직 컨설팅 전문기업 -콘 페리(KFY)-,1
"롯데건설, 제1회 기술혁신 공모전 개최",1
기업 규제 앞두고 '전담조직' 몸집불리는 로펌,1
"[산재예방감독 컨트롤타워] 노동자 안전 1차책임은 사업주, 명확히 해야",1
김정태 '1년 연임' 확정…후계 레이스 달아오른다,1
악재 쓰나미…꽁꽁 얼어붙은 투심,1
사우디 장관이 네이버에 왜…700조 ‘네옴시티’ 협력 주목,1
(현장에서) ‘복마전’ 치닫는 깜깜이 ESG,1
숨은 저평가株…치투자 빅4 알고 있다,1
"박남춘 시장, 도시공사의 재무개선 노력 치하… 올해 경영목표와 현안 공유",1
패션 업계도 지털 전환바람 부네...KT-코오롱FnC 업무협약 체결,1
"중소기업 울리는 브랜드 가로채기, 정부·국회가 나서서 막는다",1
창업자 188명 상 IR날개…K-스타트업 등용문 뚝,1
감사선임 부결 속출...위상 높아진 소액주주들 주총판 흔들다 [헤럴드 뷰-소액주주운동 명과 암],1
"LG '금녀의 벽' 뚫렸다…5개 계열사, 여성 사외이사 선임(상보)",2
친환경 위장한 '예쁜 쓰레기'…그린워싱 주의보,0
"ESG 경영, '노동'만 쏙 빠졌네",0
"한국방역협회, 대한상의 소통플랫폼에 역소독시장 대기업 진입 중단제안 게시",1
"IBK기업은행, 1분기 순이익 6597억…전년比 11.4%↑",1
"신용보증기금, 올해 상반기 정기인사 실시",1
대기업에 등떼밀린 中企…ESG경영 자금여력 없어 발동동,0
"위기에도 '실적'…KB證, 박정림·김성현 대표 연임",1
KT&G 장점마을 사태 관련 연초박 적법 매각 VS 김수흥 기업의 사회적 책임 회피,0
(디지털 인재양성 대담) 강사 부족한만큼 교육플랫폼 활용 필수… 기업도 투자 참여해야,1
이재명 대선본선 의식 “원팀' 강조 이낙연 경선결선 대비 “검증' 공세,1
(재활용의 늪) 그 많던 쓰레기는 어디로,1
박찬구 금호석화 대표이사 사임…전문 경영인 체제로,1
수은에 첫 노조추천이사 탄생...내년 3월 기은도 나올까,1
SKC 신임 사장에 박원철 SK수펙스추구협의회 부사장 선임,1
류영준 튀 선긋기 …남궁훈 카카오게임즈 주식 안 판다,1
‘원팀’ 무장한 구현모號...디지코 KT도 순항,1
"‘카카오 먹통’ 보는 시장의 눈 과점 플랫폼 규제, 가장 큰 부담",1
경기도 중소기업 70% 소국경조정제도 대응 못 해,1
극단적 투명으로 극단적 진실을라이프스타일 완성을 꿈꾸다(Question & Change),1
"(단독) 트러스톤, 태광산업에 주주서한…과거 회귀 용납못해",1
"ESG 경영 휘몰이·형제리더십 든든… 두산그룹, 벼랑 끝 탈출 화려한 부활",1
[시그널]'스타매니저' 이창환 KKR 상무 회사 떠난다,1
"한국국토정보공사 부산동부지사, 제18회 에너지의 날 행사 동참",1
코로나19 감염 후 기침 계속되면…카톡으로 숨운동 하세요,1
낙연계김철민 사당화 안 돼,1
"벌써…설 선물 리 살수록 저렴대형마트 3사, 사전 예약 돌입",1
우울증에 매년 1400조원 사라져…‘제2의 팬데믹’ 정신질환,1
"술,담배,도박 악주 5조3천억 투자한 국민연금",0
동반성장대출 시중은행 비중은 10.6%뿐,0
벤처투자 얼어붙었지만…6개 키워드엔 짝 훈풍불었다,1
하나금융투자 이은형 신임 대표 취임…위기를 기회로,1
"광양시, ‘누구 백신 케어콜’ 도입",1
박병석 기업·국회·정부 같이가야…최태원 전적으로 동감,1
군얻은 행동주의 펀드…에스엠 주총서 승리하나,1
까스텔바작 새 대표에 '형지가 장남' 최준호 부사장,1
국내 30대그룹 올해 화두는 ‘ESG’… 환경 투자계획 153조 원,2
[인사] 특허청 外,1
대한해운 주가 5%↑...지난해 당기순익 1013% 증가한 3066억,1
카톡만 봐도 열불나…57억먹튀에 직원도 개미도 노(강경주의 IT카페),0
[기고] 맥쿼리의 해양에너지 인수 어떻게 볼것인가,1
이사회 '복붙'한 무늬만 ESG위원회 수두룩…리스크 대응 못한다,0
"중진공, 강소기업협회와 간담회…企 혁신성장 방안모색",1
"하나금융, 박성호,강성묵,이은형 인 부회장 체제",1
"카카오 조수용,여민수, 상반기 보수 300억대…네이버 한성숙 21억",1
"KTB금융그룹, 회장에 이병철 부회장 선임",1
"금융硏 내년 은행권 순익, NIM 개선에도 1조원 가까이 감소할 것",1
"SK텔레콤, ICT 스타트업 육성 노하우 났다",1
"(사람人) 이사회 입성한 해진 복심채선주, 논란 털고 신뢰 얻어야",1
신동원 농심 회장 취임…‘인생을 맛있게’ 새 슬로건,1
(아주초대석) 오영교 동반위원장 대중기 갈등 중재 고충… 솔로몬 지혜 발휘하겠다,1
"한은, ESG 기준 안 맞는 기업 투자대상서 배제한다",2
'빼앗긴 청년의 봄' 대기업 63.6% 상반기 채용 '0' 또는 미정,0
"네트워크 혁신 강조한 KT, 대규모 조직개편…부사장 4명 승진",1
개인 맞춤형 시대…기관총 난사식 생산은 끝나,1
(특별인터뷰) 전광우 연말 금리 2.75% 땐 상당한 충격파...동규제연금개혁 단행하라,1
"(단독) 삼성 지배구조 개편 원푼다…ESG 시대, 더는 못 미뤄",2
삼성 지배구조 개편 등 숙제…그룹 ‘컨트롤타워’부터 부활되나,1
세계 250대 기업 56% '기후 변화 리스크' 보고,1
[인사] 병무청 외,1
제22기 울산최고경영자아카데미(UCA) 81명 수료,1
중소기업계 “차기 정부 주52시간제·최저임금제 등 개선 필요',1
"공정위, 공시위반 빨리 수정하면 과태료 경감…연구용역 착수",1
소상공인 터전 뺏는 티맵 콜 공유 멈춰라...대리운전업계 총궐기 나서,0
코스피 등 亞 주가 일단 반등했지만…증시 여전히 얼음판,1
20% 넘게 떨어진 이더리움…물량 줄어 장기적으론 상승,1
국내기업 57% 탄소중립 가야할 길..3분의 1은 대응 어려워,0
"위니아딤채, 새해 맞이 사랑의 헌혈운동 동참",2
"(전문) 이재명, 여성,가족 공약 발표...野 겨냥 혐오 조장,갈등 편승 정치 안 해",1
정부부처 주간일정 및 보도계획(6~10일),1
여성임원 ‘0명’인 상장법인 63.7%… 여성임원 비율은 5.2%에 그쳐,0
이제는 '펜트업'…멈췄던 소비가 폭발한다,1
"① ESG, 기업에 부담만 주나…길게 보면 기회이자 투자",2
"중진공 수해,태풍 피해기업에 재해신속지원단이 찾아갑니다",1
"中企, ESG 전담인력,재원 부족…지원 나서야",1
"반도체특화단지, 광주,전남일 수밖에 없는 완벽한 이유 셋",1
"국제원 대표이사 즉각 해임, 특별감사 실시하라",1
"신동빈 롯데 회장 위기극복 DNA 믿고, CEO부터 달라져야",1
"손병두 한국거래소 이사장, MSCI 회장 면담",1
"[기고]일산대교, 법대로 해결하면 된다",1
'도시형 공유원룸'이 뭐길래···공실 걱정 건물주 줄섰다[유니밸리],1
"수주랠리 이어가는 한국조선해양, '권오갑 회장 체제' 날개 달다",1
[시그널] 배터리 떼냈는데도…LG화학 회사채에 2.6조 뭉칫돈,1
한국 환경위기시계 9시28분 험,1
'소송 짐' 벗은 SK이노베이션 美 2공장 건설 더욱 박차,1
강명수 한국표준협회 회장…G7 ESG TF 최고위원 선임,1
"(로펌 2021 결산) 중대재해,송무 쏟아져…장,세종성장 주목",1
"(인사)특허청,동양생명 외",1
한화솔루션 1분기 영업익 2546억… 52.4%↑,1
"(시그널) 포스코, 지주사 전환 사실상 확정",1
‘쓱데이’ 대박 난 신세계…요즘엔 ‘이곳’ 도전한다는데,1
한국 100대 기업 고용…10명 중 4명 비율로 국외 사업장에서 했다,1
[시그널] '2년 논의' 가이드라인 무시...이틀 전 덜컥 사외이사 추진 꺼내,1
"네이버 8→14명, 삼성전자 4→6명, 엔씨 1→5명…'젊은 ★' 반짝",1
경기침체의 공포와 4차 산업혁명 그리고 우리의 삶: 우리는 침착하고 지속가능할 수 있는가,1
"단기자금시장 ‘꽁꽁’,,,발행 채권 3분의 1이 미매각",1
"유럽 연기금, 韓기업 10곳에 소중립경영 압박",1
"(사설) ‘택소노미’에 원전 포함한 EU, 우리와는 사정 다르다",1
[강남시선] 공익신고자 보호 ‘넓고 두텁게’,1
"(홍길용의 화식열전) LG엔솔 공모, 누가 이익을 봤나…장밋빛 상장에 가려진 가시들",1
“생계비·학자금 대출은 복지 성격 강해… 적극적 조정 필요' [불법사금융 내몰리는 저신용자들],1
LS 새 회장에 구자은…‘제 2 도약’ 채비,1
(기고)‘팬데믹’발 주류 교체와 시대 교체,1
韓기업 이사회 여성 비중 5%…중동 제외 땐 꼴찌,0
"“국내 기업들, 주요국 새 통상제도로 '삼중고’ 신음'",1
"홈플러스, 이제훈 사장 취임…첫 행보는 '현장과 직원'",1
"중고상품 백화점 1층 접수,,,고물가,가치소비 속 명품업계도 가세",2
"EU 공급망 실사 법제화시 국내 車부품,반도체 등 영향…위험기업 110개",0
"추락하는 주식,채권 무섭다…리스크 작은 기채권 ETF각광",1
내년 말까지 소나기…피하라 스타트업 행사 찾은 최태원,1
"민주 옥천군수 경선… 김재종,황규철 가 웃을까",1
[프로필]장동현 (주)SK 대표이사 부회장,1
"[여명] 회사와 주주, '깐부' 맞나",1
"편의점 빅3, ‘컬래버’ 덕분에 위기 버텼다···올해 실적반등 기대",1
“한국경제 점진적 회복세...'응변창신’ 정신으로 미래 전략 수립해야',1
석유화학업계 콧노래 2분기에도 이어진다,1
‘反ESG 기업’ 낙인땐 치명타...무방비 中企 ‘발등에 불’,0
‘한국 세일즈’ 종횡무진 최태원…한·미 경제외교 협력 빛났다 [피플앤데이터],1
남궁훈 ‘원톱 쇄신’… 카카오 신뢰 회복할까,1
"‘바이든 시대’ 미국, 트럼프보다 더 위험할 수도 [WeeKend BooK]",1
기후위기 대응을 위한 자본의 흐름 유도하는 신호가 필요',1
"우량등급 못미치는 신용A 기업들, 자금조달 성공할까",1
"(알림) 2022년, 전자신문이 뛰겠습니다",1
"SM,수만 개인회사 계약 해지거절…31일에 누가 웃을까",1
(인쇄거리의 좌절과 희망) 인쇄산단 추진 움직임에 도의 한숨 인쇄인들 경쟁력 확보는 제,1
"특허청, 공공기관과 함께하는 ‘혁신 아이디어 공모전’",1
정치인 출신 연수원장 초대에…보험사 CEO 총출동,1
관광기금 고갈 위기 탈출 관심,1
‘위기의 카카오’ 남궁훈 단독대표 체제로… 뢰 회복 최선,1
“美·유럽서 ‘납품’ 근로자 인권현황 공개 의무 강화…국내기업들 대비해야',1
반도체·원자재 대란…지금이 바로 車산업 성패 갈림길,1
“삼성·네이버보다 카카오가 더 좋아요'…20대 이직률 보니,1
"한국기업데이터, ‘코데이터’로 새 출발…빅데이터 플랫폼 허브’로 제2 도약",1
"기업 원자재값 상승·코로나·금리인상, 경영 3대 부담",1
2세 경영힘실리는 BGF그룹… 차남 홍정혁 4년만에 사장으로,1
尹 50조 신속 집행에도…AAA급 공사채 유찰,1
"포스코 경영이념 ‘기업시민’, 스탠퍼드대 MBA서 가르친다",1
"마이스터즈, 가전 AS 전문기업으로 뚝",1
"우리금융, 상반기 순이익 1조4197억원…작년 순이익 뛰어넘어",1
"[데스크시각] 44조원, 정말 퍼주기인가",1
조영철 현대두산인프라코어 사장 2025년 글로벌 톱5로 도약,1
"휴온스그룹, 모든 그룹사 전문경영인 체제 돌입…책임경영 강화",2
SK네트웍스 3분기 영업이익 403억원…전년비 14.6%↓,1
"한국기업지배구조원, 국ESG기준원로 사명 변경",1
강원도의회 예결위 미시령터널 손실보전금 합리적 대안 주문,1
보락 주가 2%↑…LG화학 덕분?,1
삼정KPMG 내년 게임업계 화두는 '메타버스와 NFT',1
홈플러스 하반기 신입 공채에 3900명 몰려,1
"SKT-하나금융, 금융ICT 협력4000억원 지분 교환",1
"삼성전자 이끌 새 얼굴…TV 한우물 판 '코뿔소', 기술 앞세운 '소통왕'",1
EU발 탄소장벽에 주력산업 수출경쟁력 비상,0
"은성수, 금융권 릴레이 소집에 '중기·소상공인 지원' 봇물",2
"삼일PwC 물가 상승, 공급망 붕괴로 소비자 행동패턴 변화도 가속화",1
‘참사 책임 경질론’ 이상민… ‘12년 만에 권좌 복귀’ 룰라,1
인플레에 기름 붓는 물가·빚... “기준금리 더 올려야',1
"SK네트웍스, 1분기 영업이익 264억원…전년比35.4%↓",1
(아주증시포커스) 지지부진한 장세 익개선리오픈주목 外,1
장경호 코스닥 시총 상위 30개사만 공매도 재개돼야,1
광업 분야 외길 걸어온 국내 석회석시장 강자,1
"포스코, 내달 11일 주총 연다…코로나 여파 온·오프라인 병행",1
"독후감 써야 승진, 사내 결혼 150쌍…'별난 기업' 결국 일냈다",0
"최태원, 윤대통령에게도 했다는 말…토끼는 한꺼번에 잡아야",1
전기 먹는 하마인 줄 알았는데삼성이 쓰는 ‘착한 에너지’가 이 정도  (비즈360),2
기업에 환경·사회 책임 강화…제도·인력은 미흡,0
"‘황교익 리스크’ 직면한 이재명, “도쿄맛집공사'vs“일본총리'",1
"ESG 정보 공시 제도 많아 기업 부담감↑…부,기업 공조로 극복해야",1
尹정부 민간주도 성장론에 재계 마냥 좋지만은…통큰 투자 고민,1
하루 1000명씩 방문…MZ세대 플레이스어딘가 봤더니,1
문승욱 “‘대기업만 신경쓰는 산업부’는 오해…중기 ESG 도울 것',1
[기자메모] 나는 전기택시를 몰지 않겠다,2
"인플레 역습에 놀란 정부… 연기금, 국내 채권 투자 비중 줄여라",1
"최태원 “탄소감축, 정부 주도론 어려워...韓경제성장 최대 걸림돌은 저출산 문제'",1
"국민연금공단, 금융도시 조성 '뒷짐'…일산대교 무료화 여야 공방",1
"한진중공업, HJ중공업으로 사명 바꾼다",1
뜨거웠던 주총시즌…더 커지는 주주 목소리,1
"금호석화 주총서 완패한 박철완 상무 이번 주주제안, 끝이 아닌 시작",1
[우보세]남양유업은 스냅이 될 수 있을까,1
"[권오현의 e경영]⑩ “건전한 조직 문화, 리더들이 가장 안 지키는 게 문제'",0
‘삼성 퍼스트 룩 2021’ 키워드는 환경·사람 강조한 ‘스크린 포 올’,1
카카오모빌리티 지분 매각 춤..홍은택 카카오 대표 결심 때문이었다,1
발전5개사 신임 사장 일제히 취임…'에너지전환' 한목소리,2
"삼성, 이번엔 부개혁고삐 죈다",1
제주은행 경실련 은기업상수상,1
"대전환 시대, 진보의 길은 포용과 상생... 학술연구소 '포용과 혁신' 출범",1
"한미글로벌, 1분기 영업이익 39억…전년 대비 63% ↑",1
(기획)항공우주청과학기술위원회 등 본부청단위 기구도 다수 신설 예고,1
내년 보험산업 성장세 둔화…전자금융업 연계 등 모색해야,1
"디지털 전환 성공, HR 혁신에 달렸다",1
[글로벌 경제유람] 에티오피아와 이집트가 나일강 놓고 싸우는 이유,1
"고용 유지 성과 있지만, 일자리 격차 줄이지 못했다'",1
LG상사→LX인터내셔널 26년 만 사명 변경,1
IT 네 남자에게서 ‘혁신’의 냄새가 난다,1
"술이재용, 금이 위기구광모…절박해진 총수들의 입",1
"새 통상질서 조성, 초기 참여 중요…문제는 중 반발",1
"이재명, 용인-안성시 갈등 해결했다",1
[Car&Fun] “전기차 시장 잡아라' 렌터카 업체 사활 걸어,1
"부산항만공사, MZ세대 신규입사자 대상 EO와의 대화시간 가져",1
中企 ESG 전담부서 꿈도 못꿔…대기업과 같은 잣대로 평가 무리,0
선진국 격상 韓 해관계자 경영필수,1
한시간 사무실 불 끈 삼성전기에 무슨일이,1
미래 지향점과 큰 움직임의 서막 암시,1
정책으로 기사회생 노리는 이낙연 “대선은 회고 아닌 미래',1
"[중기 info] IBK기업은행, 개인고객 특판상품 확 늘린 기업銀 우대금리 챙기세요",1
권원강 교촌회장 복귀.. 위기타개 위한 묘수는 책임경영,2
"역대 최강 스펙, 성능 자신있다…애플 신제품들 어떻길래 [종합]",1
경제외교 시대…韓商 중요성 더 커졌다,1
이낙연 “민심 겸허히 수용… 강성 지지자들 이제 좀 더 열려야',1
윤홍근 BBQ회장 대표직 물러난다,1
권원강 교촌회장 위기타개 묘수는 책임경영,2
(아주초대석) 박현주 IT여성기업인협회 회장 IT 여성기업 네트워크 부족...스케일업 통해 생태계 확장해야,0
내년 증시 ‘상저하고’라는데…투자는 지금  기다렸다가  (딥다이브),1
"[신간] ‘청년의 죽음, 시대의 고발’…역사의 변곡점이 된 젊은 죽음들을 추적하다",1
(포토)반기문 전 UN 사무총장 기조강연,1
우리 회사 주식 저평가…자사주 사들이는 사장님들,1
충청권 국민 백패킹 명소화 시동,1
(기자24시) 재택근무 계속해야 할까요,1
"인천신항 공사 오염원을 줄여라, 현대건설,인천항만공사 손잡아",2
대기업 10곳 중 6곳 하반기 채용계획 없거나 못세웠다,0
인천 검단농협 로컬푸드 직매장 '지역농산물 구매' 손님 북적,2
"(레이더M) 한솔제지, 성우엔비테크 250억원에 인수",1
벌써 文정부 흔적 지우기  내 딜펀드괜찮겠지,1
"中企, 실행 부담 적은 '사회책임' 집중해야",1
(만파식적) 래리 핑크,1
"취약한 지배구조, 2년 코스피 저평가불러왔다(종합)",1
(알립니다) 한민국 회계대상찾습니다,1
[경제전망대] 미래의 산업환경 변화에 관하여,1
물적분할 잔혹사…손병두 회사 상장 때 모회사 주주 의견 챙기겠다,2
(표) 22년 2월말 기준 시총 500대 기업 ESG 통합점수 내역,1
최저임금 인상에 中企뿌리산업 휘청 사업포기 고민,1
(짤담)비닐 벗은 생수 불티나는데…왜 다 라벨 안 만들죠 ,1
"롯데칠성음료, 1분기 실적 반등…영업이익 전년比 416%↑(종합)",1
"민주당 신영대 의원 ‘가짜 ESG 중소기업, 지원제한법’ 대표발의",1
“전례 없는 유동성 확장 인플레 막을 긴축 필요',1
